10s0060, (0.16666666666666666, 0.2, 0.1818181818181818)
10s0061, (0.1111111111111111, 0.1111111111111111, 0.1111111111111111)
10s0062, (0.14285714285714285, 0.2, 0.16666666666666666)
10s0063, (0.3333333333333333, 0.25, 0.28571428571428575)
10s0064, (0.16666666666666666, 0.14285714285714285, 0.15384615384615383)
10s0065, (0.1, 0.14285714285714285, 0.11764705882352941)
10s0066, (0.2, 0.25, 0.22222222222222224)
10s0067, (0.16666666666666666, 0.16666666666666666, 0.16666666666666666)
10s0068, (0.1111111111111111, 0.2, 0.14285714285714285)
10s0069, (0.3076923076923077, 0.3076923076923077, 0.3076923076923077)
10s0070, (0.25, 0.3333333333333333, 0.28571428571428575)
10s0071, (0.16666666666666666, 0.14285714285714285, 0.15384615384615383)
10s0072, (0.16666666666666666, 0.14285714285714285, 0.15384615384615383)
10s0073, (0.14285714285714285, 0.3333333333333333, 0.2)
10s0074, (0.3333333333333333, 0.25, 0.28571428571428575)
10s0075, (0.1111111111111111, 0.25, 0.15384615384615383)
10s0076, (0.1, 0.2, 0.13333333333333333)
10s0077, (0.125, 0.5, 0.2)
10s0078, (0.4, 0.3333333333333333, 0.3636363636363636)
10s0079, (0.2, 0.2857142857142857, 0.23529411764705882)
10s0080, (0.1, 0.25, 0.14285714285714288)
10s0081, (0.14285714285714285, 0.5, 0.22222222222222224)
10s0082, (0.1111111111111111, 0.2, 0.14285714285714285)
10s0083, (0.1111111111111111, 0.2, 0.14285714285714285)
10s0084, (0.14285714285714285, 0.16666666666666666, 0.15384615384615383)
10s0085, (0.4, 0.3333333333333333, 0.3636363636363636)
10s0086, (0.25, 0.25, 0.25)
10s0087, (0.3, 0.5, 0.37499999999999994)
10s0088, (0.5, 0.3333333333333333, 0.4)
10s0089, (0.5, 0.375, 0.42857142857142855)
10s0090, (0.1111111111111111, 0.5, 0.1818181818181818)
10s0091, (0.5, 0.42857142857142855, 0.4615384615384615)
10s0092, (0.4, 0.3333333333333333, 0.3636363636363636)
10s0093, (0.125, 0.3333333333333333, 0.18181818181818182)
10s0094, (0.25, 0.2, 0.22222222222222224)
10s0095, (0.25, 0.25, 0.25)
10s0096, (0.18181818181818182, 0.2, 0.1904761904761905)
10s0097, (0.2, 0.25, 0.22222222222222224)
10s0098, (0.1, 0.2, 0.13333333333333333)
10s0099, (0.1111111111111111, 0.1111111111111111, 0.1111111111111111)
10s0100, (0.5, 0.5, 0.5)
10s0101, (0.125, 0.16666666666666666, 0.14285714285714288)
10s0102, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0103, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0104, (0.125, 0.14285714285714285, 0.13333333333333333)
10s0105, (0.2857142857142857, 0.3333333333333333, 0.30769230769230765)
10s0106, (0.3333333333333333, 0.3333333333333333, 0.3333333333333333)
10s0107, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0108, (0.16666666666666666, 0.2, 0.1818181818181818)
10s0109, (0.16666666666666666, 0.14285714285714285, 0.15384615384615383)
10s0110, (0.3333333333333333, 0.2857142857142857, 0.30769230769230765)
10s0111, (1.0, 0.6666666666666666, 0.8)
10s0112, (0.2, 0.2, 0.20000000000000004)
10s0113, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0114, (0.25, 0.2857142857142857, 0.26666666666666666)
10s0115, (0.1, 0.14285714285714285, 0.11764705882352941)
10s0116, (0.1, 0.16666666666666666, 0.125)
10s0117, (0.14285714285714285, 0.14285714285714285, 0.14285714285714285)
10s0118, (0.2, 0.2222222222222222, 0.2105263157894737)
10s0119, (0.2, 0.2, 0.20000000000000004)
10s0120, (0.2, 0.25, 0.22222222222222224)
10s0121, (0.2, 0.25, 0.22222222222222224)
10s0122, (0.14285714285714285, 0.25, 0.18181818181818182)
10s0123, (0.25, 0.25, 0.25)
10s0124, (0.14285714285714285, 0.14285714285714285, 0.14285714285714285)
10s0125, (0.2857142857142857, 0.3333333333333333, 0.30769230769230765)
10s0126, (0.14285714285714285, 0.125, 0.13333333333333333)
10s0127, (0.16666666666666666, 0.14285714285714285, 0.15384615384615383)
10s0128, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0129, (0.5, 0.6666666666666666, 0.5714285714285715)
10s0130, (0.1111111111111111, 0.25, 0.15384615384615383)
10s0131, (0.14285714285714285, 0.125, 0.13333333333333333)
10s0132, (0.5, 0.3333333333333333, 0.4)
10s0133, (0.125, 0.14285714285714285, 0.13333333333333333)
10s0134, (0.25, 0.2, 0.22222222222222224)
10s0135, (0.16666666666666666, 0.16666666666666666, 0.16666666666666666)
10s0136, (0.2857142857142857, 0.25, 0.26666666666666666)
10s0137, (0.25, 0.25, 0.25)
10s0138, (0.4, 0.3333333333333333, 0.3636363636363636)
10s0139, (0.25, 0.2, 0.22222222222222224)
10s0140, (0.3333333333333333, 0.25, 0.28571428571428575)
10s0141, (0.125, 0.2, 0.15384615384615385)
10s0142, (0.3333333333333333, 0.5, 0.4)
10s0143, (0.25, 0.3333333333333333, 0.28571428571428575)
10s0144, (0.3333333333333333, 0.25, 0.28571428571428575)
10s0145, (0.25, 0.2, 0.22222222222222224)
10s0146, (0.16666666666666666, 0.16666666666666666, 0.16666666666666666)
10s0147, (0.16666666666666666, 0.16666666666666666, 0.16666666666666666)
10s0148, (0.25, 0.25, 0.25)
10s0149, (0.2, 0.2222222222222222, 0.2105263157894737)
10s0150, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0151, (0.14285714285714285, 0.125, 0.13333333333333333)
10s0152, (0.1111111111111111, 0.1111111111111111, 0.1111111111111111)
10s0153, (0.1, 0.25, 0.14285714285714288)
10s0154, (0.25, 0.2, 0.22222222222222224)
10s0155, (0.14285714285714285, 0.14285714285714285, 0.14285714285714285)
10s0156, (0.2, 0.3333333333333333, 0.25)
