10s0157, (0.25, 0.5, 0.3333333333333333)
10s0158, (0.3333333333333333, 0.3333333333333333, 0.3333333333333333)
10s0159, (0.1, 0.14285714285714285, 0.11764705882352941)
10s0160, (0.2, 0.25, 0.22222222222222224)
10s0161, (0.16666666666666666, 0.2, 0.1818181818181818)
10s0162, (0.16666666666666666, 0.16666666666666666, 0.16666666666666666)
10s0163, (0.2, 0.16666666666666666, 0.1818181818181818)
10s0164, (0.1, 0.25, 0.14285714285714288)
10s0165, (0.5, 0.4, 0.4444444444444445)
10s0170, (0.1, 0.25, 0.14285714285714288)
10s0171, (0.125, 0.3333333333333333, 0.18181818181818182)
10s0172, (0.1111111111111111, 0.1111111111111111, 0.1111111111111111)
10s0173, (0.16666666666666666, 0.2, 0.1818181818181818)
10s0174, (0.5, 0.3333333333333333, 0.4)
10s0175, (0.14285714285714285, 0.125, 0.13333333333333333)
10s0176, (0.1111111111111111, 0.1, 0.10526315789473685)
10s0177, (0.16666666666666666, 0.14285714285714285, 0.15384615384615383)
10s0178, (0.1111111111111111, 0.5, 0.1818181818181818)
10s0179, (0.25, 0.2, 0.22222222222222224)
10s0180, (0.16666666666666666, 0.2, 0.1818181818181818)
10s0181, (0.14285714285714285, 0.2, 0.16666666666666666)
10s0182, (0.1111111111111111, 0.1, 0.10526315789473685)
10s0183, (0.3333333333333333, 0.25, 0.28571428571428575)
10s0060, (0.16666666666666666, 0.25, 0.2)
10s0061, (0.1111111111111111, 0.125, 0.11764705882352941)
10s0062, (0.14285714285714285, 0.25, 0.18181818181818182)
10s0063, (0.3333333333333333, 0.3333333333333333, 0.3333333333333333)
10s0064, (0.16666666666666666, 0.16666666666666666, 0.16666666666666666)
10s0065, (0.1, 0.16666666666666666, 0.125)
10s0066, (0.2, 0.2857142857142857, 0.23529411764705882)
10s0067, (0.16666666666666666, 0.2, 0.1818181818181818)
10s0068, (0.1111111111111111, 0.25, 0.15384615384615383)
